lei_number,url,Legal Name,Language Code,Other Entity Names,Legal Address (English),Headquarters Address (English),Legal Jurisdiction Country,Legal Jurisdiction Region,Registration Authority,Registration Authority ID,Registration Authority Entity ID,Entity Legal Form Code,Entity Category,Entity Status,Entity Creation Date
549300A23PXRZCMYM504,https://lei.bloomberg.com/leis/view/549300A23PXRZCMYM504,TCT Federal Credit Union,en,"Other Entity Name 1
Name
TCT
Type
PREVIOUS_LEGAL_NAME","416 Rowland St
Ballston Spa, New York (US-NY), 12020
UNITED STATES","416 Rowland Street
Ballston Spa, New York (US-NY), 12020
UNITED STATES",UNITED STATES (US),New York (US-NY),,National Credit Union Administration (RA000745),12957,"Other (8888)
Other Legal Form
COMPANY",GENERAL,ACTIVE,1959-01-01 00:00:00
549300WEZMN6QE5IIH42,https://lei.bloomberg.com/leis/view/549300WEZMN6QE5IIH42,"JERSEY MORTGAGE COMPANY OF NEW JERSEY, INC.",en,,"511 South Avenue East
CRANFORD, New Jersey (US-NJ), 07016
UNITED STATES","511 South Avenue East
Cranford, New Jersey (US-NJ), 07016
UNITED STATES",UNITED STATES (US),New Jersey (US-NJ),,(US-NJ): Business Records Service (Division of Revenue & Enterprise Services) (RA000625),100387726,Business Corporation (XSNP),GENERAL,ACTIVE,2017-01-12 00:00:00
549300CG5TM73650DH84,https://lei.bloomberg.com/leis/view/549300CG5TM73650DH84,CHRISTIAN COMMUNITY CREDIT UNION,en,,"C/O JASON THOMAS
255 N. LONE HILL AVE.
SAN DIMAS, California (US-CA), 91773
UNITED STATES","255 N Lone Hill Ave
San Dimas, California (US-CA), 91773
UNITED STATES",UNITED STATES (US),California (US-CA),,(US-CA): Secretary of State (RA000598),C0333443,Nonprofit Corporation Mutual Benefit (G1P6),GENERAL,ACTIVE,1957-02-08 00:00:00
549300YU5FXUC05UXI34,https://lei.bloomberg.com/leis/view/549300YU5FXUC05UXI34,GLENDALE AREA SCHOOLS CREDIT UNION,en,"Other Entity Name 1
Name
GLENDALE AREA SCHOOLS FEDERAL CREDIT UNION
Type
PREVIOUS_LEGAL_NAME","C/O HILDA DAVIDIAN
1800 BROADVIEW DRIVE
GLENDALE, California (US-CA), 91208
UNITED STATES","1800 BROADVIEW DRIVE
GLENDALE, California (US-CA), 91208-1259
UNITED STATES",UNITED STATES (US),California (US-CA),,(US-CA): Secretary of State (RA000598),3907597,Nonprofit Corporation Mutual Benefit (G1P6),GENERAL,ACTIVE,2016-05-20 00:00:00
549300CMT3RKMW1QLO34,https://lei.bloomberg.com/leis/view/549300CMT3RKMW1QLO34,BUILDING TRADES FEDERAL CREDIT UNION,en,,"12080 73rd Ave N
Maple Grove, Minnesota (US-MN), 55369
UNITED STATES","12080 73rd Avenue North
Maple Grove, Minnesota (US-MN), 55369
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),24414,Federal Savings Association (380O),GENERAL,ACTIVE,1991-06-23 23:00:00
549300JD2HS86SAFVA88,https://lei.bloomberg.com/leis/view/549300JD2HS86SAFVA88,POWER,en,,"1615 E Evans Ave
Pueblo, Colorado (US-CO), 81004-3418
UNITED STATES","1615 E EVANS AVE
PUEBLO, Colorado (US-CO), 81004
UNITED STATES",UNITED STATES (US),Colorado (US-CO),,National Credit Union Administration (RA000745),64037,"Other (8888)
Other Legal Form
COMPANY",GENERAL,ACTIVE,
5493003DVQUF5HAI1O03,https://lei.bloomberg.com/leis/view/5493003DVQUF5HAI1O03,CORPORATE AMERICA FAMILY,en,,"2075 Big Timber Rd
Elgin, Illinois (US-IL), 60123-1140
UNITED STATES","2075 Big Timber Road
Elgin, Illinois (US-IL), 60123
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),68215,Credit Union (14OD),GENERAL,ACTIVE,1976-09-30 00:00:00
549300D5WZYDJFZQJ463,https://lei.bloomberg.com/leis/view/549300D5WZYDJFZQJ463,UNITED CONSUMERS CREDIT UNION,en,,"1111 E 23rd St S
Independence, Missouri (US-MO), 64055
UNITED STATES","1111 E 23rd St S
Independence, Missouri (US-MO), 64055
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),68410,Credit Union (14OD),GENERAL,ACTIVE,1999-08-16 00:00:00
549300SENIFFLVGUHE44,https://lei.bloomberg.com/leis/view/549300SENIFFLVGUHE44,FIRST FLIGHT,en,,"1815 Kildaire Farm Rd
Suite A
Cary, North Carolina (US-NC), 27518
UNITED STATES","1815 KIldaire Farm Road
Suite A
Cary, North Carolina (US-NC), 27518
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),7870,Federal Savings Association (380O),GENERAL,ACTIVE,1952-01-01 00:00:00
5493003JBN8UEVOU8O42,https://lei.bloomberg.com/leis/view/5493003JBN8UEVOU8O42,JEFFERSON FINANCIAL FEDERAL CREDIT UNION,en,"Other Entity Name 1
Name
Jefferson Parish School Board Employees Credit Union
Type
PREVIOUS_LEGAL_NAME","7701 Airline Drive
Metairie, Louisiana (US-LA), 70003-6228
UNITED STATES","7701 Airline Drive
Metairie, Louisiana (US-LA), 70003
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),24871,Federal Savings Association (380O),GENERAL,ACTIVE,1966-01-01 12:00:00
2549003QXUI2HKRWW551,https://lei.bloomberg.com/leis/view/2549003QXUI2HKRWW551,AAC Credit Union,en,,"177 Wilson Avenue NW
Grand Rapids, Michigan (US-MI), 49534
UNITED STATES","177 Wilson Avenue NW
Grand Rapids, Michigan (US-MI), 49534
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),62217,Credit Union (14OD),GENERAL,ACTIVE,"1937-01-01 00:00:00
Website
www.goaac.com"
254900IHSG9OOX0DZH92,https://lei.bloomberg.com/leis/view/254900IHSG9OOX0DZH92,NorthWest Plus Credit Union,en,,"2821 Hewitt Ave
Everett, Washington (US-WA), 98201
UNITED STATES","2821 Hewitt Ave
Everett, Washington (US-WA), 98201
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),67262,Credit Union (14OD),GENERAL,ACTIVE,"1939-08-31 00:00:00
Website
www.nwpluscu.com"
549300ELLMUEKP1JHB70,https://lei.bloomberg.com/leis/view/549300ELLMUEKP1JHB70,INSTAMORTGAGE INC.,en,"Other Entity Name 1
Name
ARCUS LENDING INC
Type
PREVIOUS_LEGAL_NAME","C/O SHASHANK SHEKHAR
4100 MOORPARK AVE
#221
SAN JOSE, California (US-CA), 95117
UNITED STATES","4100 MOORPARK AVE
#221
SAN JOSE, California (US-CA), 95117
UNITED STATES",UNITED STATES (US),California (US-CA),,(US-CA): Secretary of State (RA000598),3096489,For-Profit Corporation General Stock (H1UM),GENERAL,ACTIVE,"2008-04-18 00:00:00
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_ADDRESS
Effective Date
2022-06-08 00:00:00
Recorded Date
2023-01-09 13:18:52
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED"
254900D4M439MIWMBX82,https://lei.bloomberg.com/leis/view/254900D4M439MIWMBX82,Cooperative Teachers Credit Union,en,,"1424 W Southwest Loop 323
Tyler, Texas (US-TX), 75701-9347
UNITED STATES","1424 W Southwest Loop 323
Tyler, Texas (US-TX), 75701-9347
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),67576,Credit Union (14OD),GENERAL,ACTIVE,"1953-05-26 00:00:00
Website
www.coopteachers.com"
25490069UL3FH6Q66B18,https://lei.bloomberg.com/leis/view/25490069UL3FH6Q66B18,Oswego Teachers Employees Federal Credit Union,en,,"90 West Utica Street
P.O. Box 878
Oswego, New York (US-NY), 13126
UNITED STATES","90 West Utica Street
P.O. Box 878
Oswego, New York (US-NY), 13126
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),14436,Credit Union (14OD),GENERAL,ACTIVE,"1961-01-01 00:00:00
Website
www.oswegoteacherscu.org"
549300L44U62O7WHRR78,https://lei.bloomberg.com/leis/view/549300L44U62O7WHRR78,FIRST COMMUNITY,en,,"200 N Adams St
Coquille, Oregon (US-OR), 97423-1804
UNITED STATES","200 N Adams St
Coquille, Oregon (US-OR), 97423-1804
UNITED STATES",UNITED STATES (US),Oregon (US-OR),,National Credit Union Administration (RA000745),68530,"Other (8888)
Other Legal Form
MUNICIPAL",GENERAL,ACTIVE,2017-05-05 00:00:00
25490093XKEEYF9N9X26,https://lei.bloomberg.com/leis/view/25490093XKEEYF9N9X26,Coast Line Credit Union,en,,"333 Cottage Road
South Portland, Maine (US-ME), 04106-3919
UNITED STATES","333 Cottage Road
South Portland, Maine (US-ME), 04106-3919
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),60646,Credit Union (14OD),GENERAL,ACTIVE,"1927-01-01 00:00:00
Website
www.coastlinecu.com"
5493000F6NFDOVVZP043,https://lei.bloomberg.com/leis/view/5493000F6NFDOVVZP043,"FIRST STATE MORTGAGE SERVICES, LLC",en,"Other Entity Name 1
Name
MORTGAGE SERVICES III, L.L.C.
Type
PREVIOUS_LEGAL_NAME","C/O TIM MCCONVILLE
706 WASHINGTON ST BOX 50
MENDOTA, Illinois (US-IL), 61343
UNITED STATES","502 North Hershey Road
Bloomington, Illinois (US-IL), 61704
UNITED STATES",UNITED STATES (US),Illinois (US-IL),,(US-IL): Business Services (Office of the Secretary of State) (RA000608),1587285,Limited Liability Company (8RLE),GENERAL,ACTIVE,"2005-08-04 00:00:00
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_NAME
Effective Date
2019-09-01 00:00:00
Recorded Date
2025-05-27 00:00:00
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED"
549300JVGOSG4QV2ZU37,https://lei.bloomberg.com/leis/view/549300JVGOSG4QV2ZU37,"PIERREMONT MORTGAGE, INC.",en,,"C/O DENISE BROSSETTE
6425 YOUREE DRIVE, SUITE 590
SHREVEPORT, Louisiana (US-LA), 71105-4625
UNITED STATES","6425 Youree Drive
Suite 590
Shreveport, Louisiana (US-LA), 71105
UNITED STATES",UNITED STATES (US),Louisiana (US-LA),,(US-LA): Corporations Section (Office of the Secretary of State) (RA000612),34417813D,Domestic Corporation (NI44),GENERAL,ACTIVE,1992-10-11 05:00:00
254900ZT04J7Z9KHMJ73,https://lei.bloomberg.com/leis/view/254900ZT04J7Z9KHMJ73,Washington Savings Bank,en,,"30 Middlesex Street
Lowell, Massachusetts (US-MA), 01852
UNITED STATES","30 Middlesex Street
Lowell, Massachusetts (US-MA), 01852
UNITED STATES",UNITED STATES (US),Massachusetts (US-MA),,Federal Deposit Insurance Corporation (RA000744),90229,Savings Bank (G76T),GENERAL,ACTIVE,"1892-04-05 23:59:50
Website
https://www.washingtonsavings.com"
254900MHEKUVX1BTCD10,https://lei.bloomberg.com/leis/view/254900MHEKUVX1BTCD10,Community State Bank,en,,"625 Se 2nd St
Galva, Illinois (US-IL), 61434
UNITED STATES","P.O. Box 78
625 SE 2nd Street
Galva, Illinois (US-IL), 61434
UNITED STATES",UNITED STATES (US),Illinois (US-IL),,Federal Deposit Insurance Corporation (RA000744),23257,Savings Bank (COKS),GENERAL,ACTIVE,"1980-11-24 00:00:00
Website
www.commstatebank.com"
549300YR7U7TZTQ1GH77,https://lei.bloomberg.com/leis/view/549300YR7U7TZTQ1GH77,Centennial Bank,en,"Other Entity Name 1
Name
Farmer's & Merchants Bank
Type
PREVIOUS_LEGAL_NAME","5420 Broad St S
Trezevant, Tennessee (US-TN), 38258
UNITED STATES","5420 Broad Street South
Trezevant, Tennessee (US-TN), 38258
UNITED STATES",UNITED STATES (US),Tennessee (US-TN),,Federal Deposit Insurance Corporation (RA000744),8439,"Other (8888)
Other Legal Form
BANK",GENERAL,ACTIVE,1916-01-01 00:00:21
254900DTLHVWQ7NP7R34,https://lei.bloomberg.com/leis/view/254900DTLHVWQ7NP7R34,"THE LOAN STORE, INC.",en,,"C/O PARACORP INCORPORATED
2140 S DUPONT HWY
CAMDEN, Delaware (US-DE), 19934
UNITED STATES","222 KEARNY STREET
SUITE 603
SAN FRANCISCO, California (US-CA), 94108
UNITED STATES",UNITED STATES (US),Delaware (US-DE),,"(US-DE): Division of Corporations, Department of State (RA000602)",5400429,Corporation (XTIQ),GENERAL,ACTIVE,"2013-09-17 00:00:00
Website
www.ethoslending.com"
549300U2B1ZNGX3H8U54,https://lei.bloomberg.com/leis/view/549300U2B1ZNGX3H8U54,Texas Tech Federal Credit Union,en,"Other Entity Name 1
Name
TEXAS TECH
Type
PREVIOUS_LEGAL_NAME","1802 Texas Tech Parkway
Lubbock, Texas (US-TX), 79409
UNITED STATES","1802 Texas Tech Parkway
Lubbock, Texas (US-TX), 79409
UNITED STATES",UNITED STATES (US),Texas (US-TX),,National Credit Union Administration (RA000745),12858,"Other (8888)
Other Legal Form
COMPANY",GENERAL,ACTIVE,1959-01-01 00:00:00
549300D3LYUX1NJVC329,https://lei.bloomberg.com/leis/view/549300D3LYUX1NJVC329,"MORTGAGE CAPITAL PARTNERS, INC.",en,,"C/O PETER K SOLECKI
2366 FRONT STREET
SAN DIEGO, California (US-CA), 92101
UNITED STATES","12400 Wilshire Boulevard
Suite 900
Los Angeles, California (US-CA), 90025
UNITED STATES",UNITED STATES (US),California (US-CA),,(US-CA): Secretary of State (RA000598),3040387,For-Profit Corporation General Stock (H1UM),GENERAL,ACTIVE,2008-05-08 00:00:00
254900JH11ROOV921P96,https://lei.bloomberg.com/leis/view/254900JH11ROOV921P96,ML Mortgage Corp.,en,,"C/O Kamran Akbar
8270 Aspen Street
Rancho Cucamonga, California (US-CA), 91730
UNITED STATES","8270 Aspen Street
Rancho Cucamonga, California (US-CA), 91730
UNITED STATES",UNITED STATES (US),California (US-CA),,(US-CA): Secretary of State (RA000598),2987241,For-Profit Corporation General Stock (H1UM),GENERAL,ACTIVE,"2007-04-27 00:00:00
Website
www.mlmortgage.net"
5493008JECR4UE0WVR04,https://lei.bloomberg.com/leis/view/5493008JECR4UE0WVR04,"MORTGAGE EXPRESS, LLC","en
Legal Address
10260 SW GREENBURG ROAD #830
PORTLAND, Oregon (US-OR), 97223
UNITED STATES
Headquarters Address
10260 SW GREENBURG ROAD #830
PORTLAND, Oregon (US-OR), 97223
UNITED STATES",,,,UNITED STATES (US),Oregon (US-OR),,(US-OR): Corporation Division (Oregon Secretary of State) (RA000631),722890-86,Limited Liability Company (QK2J),GENERAL,ACTIVE,1999-11-30 00:00:00
254900PH44D8BB632E53,https://lei.bloomberg.com/leis/view/254900PH44D8BB632E53,City Of Boston Credit Union,en,,"455 W Broadway
South Boston, Massachusetts (US-MA), 02127
UNITED STATES","455 West Broadway
Boston, Massachusetts (US-MA), 02127
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),67841,Credit Union (14OD),GENERAL,ACTIVE,"1915-11-05 00:00:00
Website
www.cityofbostoncu.com"
549300I8I7EBXHMYYW54,https://lei.bloomberg.com/leis/view/549300I8I7EBXHMYYW54,RIVERFRONT FEDERAL CREDIT UNION,en,,"2609 Keiser Blvd
Wyomissing, Pennsylvania (US-PA), 19610
UNITED STATES","2609 Keiser Blvd
Wyomissing, Pennsylvania (US-PA), 19610
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),5856,Credit Union (14OD),GENERAL,ACTIVE,1948-01-01 00:00:00
254900L9ZR7FYE68H705,https://lei.bloomberg.com/leis/view/254900L9ZR7FYE68H705,Citizens Community Bank,en,,"9 E Main St
Mascoutah, Illinois (US-IL), 62258
UNITED STATES","9 E Main St
Mascoutah, Illinois (US-IL), 62258
UNITED STATES",UNITED STATES (US),Illinois (US-IL),,Federal Deposit Insurance Corporation (RA000744),33753,Commercial Bank (QY7A),GENERAL,ACTIVE,"1992-12-21 00:00:00
Website
www.citizenscommunitybank.com
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_NAME
Effective Date
1992-12-21 00:00:00
Recorded Date
2023-09-25 12:54:54
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED"
5493007GTTV61V305H74,https://lei.bloomberg.com/leis/view/5493007GTTV61V305H74,Drake Bank,"en
Legal Address
60 Plato Blvd E Ste 100
Saint Paul, Minnesota (US-MN), 55107
UNITED STATES
Headquarters Address
60 Plato Blvd E Ste 100
Saint Paul, Minnesota (US-MN), 55107
UNITED STATES",,,,UNITED STATES (US),Minnesota (US-MN),,Federal Deposit Insurance Corporation (RA000744),57336,Commercial Bank (6VCW),GENERAL,ACTIVE,2002-05-01 00:00:00
549300VWURV8LBNGQ353,https://lei.bloomberg.com/leis/view/549300VWURV8LBNGQ353,Firstar Bank,en,"Other Entity Name 1
Name
First National Bank, Sallisaw
Type
PREVIOUS_LEGAL_NAME","1720 E CHEROKEE AVE
SALLISAW, Oklahoma (US-OK), 74955
UNITED STATES","1720 E CHEROKEE AVE
SALLISAW, Oklahoma (US-OK), 74955
UNITED STATES",UNITED STATES (US),Oklahoma (US-OK),,Federal Deposit Insurance Corporation (RA000744),19288,Commercial Bank (EDOR),GENERAL,ACTIVE,"1964-11-19 00:00:00
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_NAME
Effective Date
1972-03-01 00:00:00
Recorded Date
2025-06-11 00:00:00
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED
Legal Entity Event 2
Event Type
CHANGE_LEGAL_NAME
Effective Date
2012-07-01 00:00:00
Recorded Date
2025-06-11 00:00:00
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED"
549300WZWPMDWIL12842,https://lei.bloomberg.com/leis/view/549300WZWPMDWIL12842,Apex Bank,en,"Other Entity Name 1
Name
Bank of Camden
Type
PREVIOUS_LEGAL_NAME","102 E Main St
Camden, Tennessee (US-TN), 38320
UNITED STATES","102 E Main St
Camden, Tennessee (US-TN), 38320
UNITED STATES",UNITED STATES (US),Tennessee (US-TN),,Federal Deposit Insurance Corporation (RA000744),9176,Commercial Bank (ND93),GENERAL,ACTIVE,"1931-02-27 00:00:00
Website
www.apexbank.com
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_HQ_ADDRESS
Effective Date
2024-05-20 00:00:00
Recorded Date
2024-06-14 15:58:24
Validation Documents
OTHER_OFFICIAL_DOCUMENTS
Event Status
COMPLETED"
549300J59G4M2OH83E71,https://lei.bloomberg.com/leis/view/549300J59G4M2OH83E71,Sawyer Savings Bank,en,,"87 Market Street
Saugerties, New York (US-NY), 12477
UNITED STATES","87 Market Street
Saugerties, New York (US-NY), 12477
UNITED STATES",UNITED STATES (US),New York (US-NY),,Federal Deposit Insurance Corporation (RA000744),16039,Savings Bank (M0ER),GENERAL,ACTIVE,1871-04-06 00:00:00
549300BZDER2ZANLA242,https://lei.bloomberg.com/leis/view/549300BZDER2ZANLA242,TROPICAL FINANCIAL CREDIT UNION,en,,"3050 Corporate Way
Broward
Miramar, Florida (US-FL), 33025
UNITED STATES","3050 Corporate Way
Miramar, Florida (US-FL), 33025
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),68476,Credit Union (14OD),GENERAL,ACTIVE,1935-01-01 00:00:00
549300Q02LGIN9AXKP98,https://lei.bloomberg.com/leis/view/549300Q02LGIN9AXKP98,FIRST TECHNOLOGY FEDERAL CREDIT UNION,en,"Other Entity Name 1
Name
Addison Avenue Federal Credit Union
Type
PREVIOUS_LEGAL_NAME","2702 Orchard Pkwy
San Jose, California (US-CA), 95134-2012
UNITED STATES","2702 Orchard Parkway
San Jose, California (US-CA), 95134
UNITED STATES",UNITED STATES (US),California (US-CA),,National Credit Union Administration (RA000745),19976,"Other (8888)
Other Legal Form
FEDERAL CREDIT UNION",GENERAL,ACTIVE,1970-02-17 05:00:00
549300QX0QWWJKEY4R28,https://lei.bloomberg.com/leis/view/549300QX0QWWJKEY4R28,Marquette Bank,en,,"6316 South Western Avenue
Chicago, Illinois (US-IL), 60636
UNITED STATES","6316 South Western Avenue
Chicago, Illinois (US-IL), 60636
UNITED STATES",UNITED STATES (US),Illinois (US-IL),,Federal Deposit Insurance Corporation (RA000744),16250,Commercial Bank (QY7A),GENERAL,ACTIVE,"1945-05-12 00:00:00
Website
https://emarquettebank.com"
549300TTMTYIYZ986C56,https://lei.bloomberg.com/leis/view/549300TTMTYIYZ986C56,Windthorst Federal Credit Union,en,,"14205 W FM 174
WINDTHORST, Texas (US-TX), 76389
UNITED STATES","14205 W FM 174
Windthorst, Texas (US-TX), 76389
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),16373,Credit Union (14OD),GENERAL,ACTIVE,"1964-01-01 00:00:00
Website
www.windthorstfcu.org"
549300UHEEV73TKCZY62,https://lei.bloomberg.com/leis/view/549300UHEEV73TKCZY62,Self-Help Federal Credit Union,en,,"301 W Main St
Durham, North Carolina (US-NC), 27701-3215
UNITED STATES","301 West Main Street
Durham, North Carolina (US-NC), 27701-3215
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),24802,Credit Union (14OD),GENERAL,ACTIVE,"2008-07-11 00:00:00
Website
https://www.self-helpfcu.org/"
5493008JDUT3R3K1LZ58,https://lei.bloomberg.com/leis/view/5493008JDUT3R3K1LZ58,Community Bank,en,"Other Entity Name 1
Name
The First National Bank of Carmichaels
Type
PREVIOUS_LEGAL_NAME","100 N Market Street
Carmichaels, Pennsylvania (US-PA), 15320
UNITED STATES","100 N. Market Street
Carmichaels, Pennsylvania (US-PA), 15320
UNITED STATES",UNITED STATES (US),Pennsylvania (US-PA),,Federal Deposit Insurance Corporation (RA000744),7848,Commercial Bank (R9OY),GENERAL,ACTIVE,"1901-06-30 23:59:50
Website
www.cb.bank"
549300P6J0MZZT4UMT05,https://lei.bloomberg.com/leis/view/549300P6J0MZZT4UMT05,"FOCUSONE MORTGAGE, LLC",en,"Other Entity Name 1
Name
MEMBER HOME LOAN, L.L.C.
Type
PREVIOUS_LEGAL_NAME","C/O CORPORATION SERVICE COMPANY D/B/A CSC-LAWYERS INCO
211 E. 7TH STREET SUITE 620
AUSTIN, Texas (US-TX), 78701
UNITED STATES","9601 Jones Road
Suite 108
Houston, Texas (US-TX), 77065
UNITED STATES",UNITED STATES (US),Texas (US-TX),,(US-TX): Corporations Section (Texas Secretary of State) (RA000637),800457006,Limited Liability Company (WYG5),GENERAL,ACTIVE,2005-02-22 00:00:00
254900FDPG829O6VBB05,https://lei.bloomberg.com/leis/view/254900FDPG829O6VBB05,"EASTSIDE FUNDING, LLC",en,,"c/o C T Corporation System
711 Capitol Way S
Ste 204
Olympia, Washington (US-WA), 98501-1267
UNITED STATES","3927 Lake Washington Blvd NE
Kirkland, Washington (US-WA), 98033-7812
UNITED STATES",UNITED STATES (US),Washington (US-WA),,(US-WA): Corporations Division (Office of the Secretary of State) (RA000641),602 392 325,Limited Liability Company (F8DD),GENERAL,ACTIVE,2004-05-04 00:00:00
549300K6L4VXCXWN4205,https://lei.bloomberg.com/leis/view/549300K6L4VXCXWN4205,ORNL,en,"Other Entity Name 1
Name
ORNL Federal Credit Union
Type
PREVIOUS_LEGAL_NAME","221 S Rutgers Ave
Oak Ridge, Tennessee (US-TN), 37830-6770
UNITED STATES","221 S Rutgers Ave
Oak Ridge, Tennessee (US-TN), 37830-6770
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),5797,Credit Union (14OD),GENERAL,ACTIVE,1948-01-01 00:00:00
254900GKRYTQSJG61D90,https://lei.bloomberg.com/leis/view/254900GKRYTQSJG61D90,Texas Regional Bank,en,,"6770 West Interstate 2
Harlingen, Texas (US-TX), 78552
UNITED STATES","6770 West Interstate 2
Harlingen, Texas (US-TX), 78552
UNITED STATES",UNITED STATES (US),Texas (US-TX),,Federal Deposit Insurance Corporation (RA000744),26906,Commercial Bank (HTV5),GENERAL,ACTIVE,"1987-03-05 00:00:00
Website
www.texasregionalbank.com"
54930062IKKOJW3K8L94,https://lei.bloomberg.com/leis/view/54930062IKKOJW3K8L94,TRUMARK FINANCIAL CREDIT UNION,en,,"335 Commerce Drive
Fort Washington, Pennsylvania (US-PA), 19034-2712
UNITED STATES","P.O. Box 8127
335 Commerce Drive
Fort Washington, Pennsylvania (US-PA), 19034
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),66158,Credit Union (14OD),GENERAL,ACTIVE,1939-11-01 00:00:00
549300SYR11CYON0JE74,https://lei.bloomberg.com/leis/view/549300SYR11CYON0JE74,"BAYCOAST MORTGAGE COMPANY, LLC","en
Legal Address
155 FEDERAL ST., SUITE 700
BOSTON, Massachusetts (US-MA), 02110
UNITED STATES
Headquarters Address
330 SWANSEA MALL DRIVE
SWANSEA, Massachusetts (US-MA), 02777
UNITED STATES","Other Entity Name 1
Name
NFC MORTGAGE COMPANY, LLC
Type
PREVIOUS_LEGAL_NAME",,,UNITED STATES (US),Massachusetts (US-MA),,(US-MA): Corporations Division (Secretary of the Commonwealth's Office) (RA000613),462886385,Limited Liability Company (BYFU),GENERAL,ACTIVE,"2013-05-31 00:00:00
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_NAME
Effective Date
2017-05-08 00:00:00
Recorded Date
2024-07-04 09:00:45
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED"
549300OGIGNKGO2DX942,https://lei.bloomberg.com/leis/view/549300OGIGNKGO2DX942,FEDEX EMPLOYEES CREDIT ASSOCIATION,en,,"2731 Nonconnah Blvd
Memphis, Tennessee (US-TN), 38132-2110
UNITED STATES","2731 Nonconnah Blvd
Memphis, Tennessee (US-TN), 38132-2110
UNITED STATES",UNITED STATES (US),Tennessee (US-TN),,National Credit Union Administration (RA000745),21751,"Other (8888)
Other Legal Form
ASSOCIATION",GENERAL,ACTIVE,1974-08-08 00:00:00
549300GIXEN5875K5W17,https://lei.bloomberg.com/leis/view/549300GIXEN5875K5W17,Horicon Bank,"en
Legal Address
326 E Lake St
Horicon, Wisconsin (US-WI), 53032
UNITED STATES
Headquarters Address
326 E Lake St
Horicon, Wisconsin (US-WI), 53032
UNITED STATES",,,,UNITED STATES (US),Wisconsin (US-WI),,Federal Deposit Insurance Corporation (RA000744),11236,Commercial Bank (JNYX),GENERAL,ACTIVE,1896-09-07 00:00:00
549300O2UK5FUZXQJO34,https://lei.bloomberg.com/leis/view/549300O2UK5FUZXQJO34,United Community Bank,en,"Other Entity Name 1
Name
Community Bank
Type
PREVIOUS_LEGAL_NAME","4626 Highway 1
Raceland, Louisiana (US-LA), 70394
UNITED STATES","4626 Highway 1
Raceland, Louisiana (US-LA), 70394
UNITED STATES",UNITED STATES (US),Louisiana (US-LA),,Federal Deposit Insurance Corporation (RA000744),19143,"Other (8888)
Other Legal Form
BANK",GENERAL,ACTIVE,1964-06-19 05:00:00
2549001D7C68ND5CZH86,https://lei.bloomberg.com/leis/view/2549001D7C68ND5CZH86,"United Midwest Savings Bank, National Association",en,,"101 South Main St
DeGraff, Ohio (US-OH), 43318
UNITED STATES","955 County Line Road West
Westerville, Ohio (US-OH), 43082
UNITED STATES",UNITED STATES (US),Ohio (US-OH),,Federal Deposit Insurance Corporation (RA000744),32441,"Other (8888)
Other Legal Form
National Bank",GENERAL,ACTIVE,"1889-05-04 23:59:50
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_HQ_ADDRESS
Effective Date
2023-04-10 00:00:00
Recorded Date
2025-01-27 16:37:44
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED"
